transaction_id,transaction_date,channel,quantity,unit_price,discount_pct,promo_flag,payment_method,days_since_last_purchase,prior_purchases,total_amount,repeat_purchase_next_month,age,gender,city,membership_level,customer_tenure_months,loyalty_score,estimated_income,category,brand,supplier_region,base_price
375,2025-10-11,Web,2,38.9,0.05,0,Debit Card,76,6,89.36,0,35.0,M,Bogota,Basic,7,52.62,2607.24,Beauty,Nova,Imported,42.41
376,2025-10-23,Store,6,194.65,0.099,0,Transfer,82,7,938.58,0,53.0,F,Bogota,Basic,53,53.98,4434.56,Sports,Zenit,West,188.22
377,2025-06-16,App,5,142.96,0.173,0,Digital Wallet,33,3,626.72,0,55.0,M,Bogota,Platinum,17,52.99,2838.76,Electronics,Viva,West,146.11
378,2025-02-27,Store,6,38.49,0.036,1,Transfer,18,7,277.55,0,58.0,F,Bogota,Platinum,59,60.24,4921.65,Beauty,Lumen,North,49.9
379,2025-01-29,App,7,87.18,0.026,0,Transfer,54,11,590.4,0,40.0,M,Bogota,Platinum,1,53.14,1649.9,Sports,Pulse,South,91.61
380,2025-10-02,Store,6,14.39,0.055,0,Transfer,37,8,213.8,0,42.0,F,Cali,Basic,10,55.12,2009.62,Beauty,Aurum,Local,43.26
381,2025-02-06,Store,5,173.62,0.118,0,Digital Wallet,48,14,807.26,0,19.0,M,Cali,Platinum,1,92.21,2592.23,Sports,Orion,Local,179.42
382,2025-10-18,Store,3,264.35,0.011,0,Debit Card,14,8,817.38,0,40.0,M,Bogota,Platinum,35,62.62,1488.81,Sports,Pulse,Imported,257.21
383,2025-05-29,App,4,282.81,0.088,0,Digital Wallet,19,15,1148.54,0,42.0,M,Bogota,Basic,14,46.31,4142.87,Sports,Zenit,East,249.78
384,2025-01-01,Store,4,46.9,0.164,0,Transfer,45,8,157.56,0,42.0,M,Cali,Platinum,11,31.22,4047.59,Fashion,Aurum,Local,45.86
385,2025-05-27,App,7,16.39,0.236,0,Debit Card,45,9,109.79,0,19.0,M,Bogota,Gold,46,41.86,700.0,Groceries,Zenit,Imported,15.93
386,2025-03-16,Store,6,100.92,0.0,0,Digital Wallet,3,8,697.06,0,19.0,Other,Medellín,Platinum,13,40.73,2225.97,Sports,Pulse,North,98.25
387,2025-08-09,App,3,70.66,0.115,1,Digital Wallet,29,15,252.68,1,23.0,F,Bogota,Basic,25,50.54,3144.1,Sports,Zenit,Local,68.52
388,2025-01-14,Store,16,115.78,0.175,0,Digital Wallet,48,6,1492.22,0,39.0,Other,Barranquilla,Platinum,46,63.57,3691.23,Electronics,Lumen,Imported,102.02
389,2025-03-06,Store,7,44.69,0.111,0,Credit Card,21,6,290.81,0,53.0,F,Bogota,Basic,53,53.98,4434.56,Beauty,Nova,Imported,42.41
390,2025-02-23,Store,2,85.1,0.078,0,Cash,68,3,187.83,0,31.0,F,Bogota,Platinum,39,71.65,1264.0,Electronics,Zenit,Imported,89.44
391,2025-06-18,App,3,148.56,0.105,0,Transfer,27,10,421.21,0,37.0,M,Bogota,Platinum,17,42.01,2844.42,Sports,Aurum,Local,139.49
392,2025-11-05,App,1,16.1,0.155,0,Debit Card,28,8,21.59,0,39.0,M,Barranquilla,Platinum,38,54.84,5002.14,Groceries,Zenit,Imported,15.93
393,2025-10-11,Store,2,85.21,0.129,0,Transfer,45,8,149.85,0,20.0,M,Bogota,Platinum,42,47.39,2975.38,Fashion,Nova,Local,82.09
394,2025-07-03,Web,1,28.09,0.038,0,Transfer,63,10,16.51,1,23.0,M,Bogota,Platinum,13,40.34,2124.33,Beauty,Orion,West,27.31
395,2025-12-24,Store,3,71.0,0.047,0,Transfer,26,10,191.87,0,33.0,M,Cali,Platinum,44,38.8,4589.03,Beauty,Zenit,West,72.98
396,2025-02-13,Store,1,137.9,0.0,1,Debit Card,48,7,151.73,0,18.0,F,Medellín,Platinum,23,53.07,4574.84,Electronics,Viva,West,146.11
397,2025-12-23,Store,4,32.27,0.154,1,Credit Card,10,8,121.8,1,47.0,M,Bogota,Silver,26,36.27,2885.88,Beauty,Orion,North,29.89
398,2025-08-01,App,1,22.28,0.0,0,Transfer,5,15,12.57,1,43.0,F,Bogota,Platinum,44,68.72,4312.12,Fashion,Zenit,East,22.12
399,2025-08-16,Store,6,74.4,0.118,0,Transfer,18,4,450.48,0,21.0,M,Medellín,Gold,13,60.98,700.0,Electronics,Zenit,Imported,89.44
400,2025-01-24,Store,3,242.81,0.045,0,Debit Card,32,10,700.71,0,38.0,M,Bogota,Platinum,24,62.88,3350.51,Home,Orion,Imported,215.1
401,2025-12-19,Store,7,110.57,0.024,1,Digital Wallet,47,7,828.78,0,34.0,M,Bogota,Basic,25,40.34,1670.63,Sports,Pulse,North,98.25
402,2025-01-11,Store,7,89.98,0.0,0,Transfer,39,12,624.05,0,21.0,M,Bogota,Silver,37,69.3,4579.13,Fashion,Nova,Local,82.09
403,2025-07-08,Web,3,148.89,0.0,0,Digital Wallet,31,2,437.24,0,47.0,M,Bogota,Silver,26,36.27,2885.88,Home,Aurum,North,170.76
404,2025-10-02,Store,2,14.39,0.115,0,Transfer,36,8,346.72,0,41.0,M,Bogota,Platinum,22,53.11,700.0,Sports,Lumen,South,240.15
405,2025-03-21,Store,2,82.21,0.087,0,Debit Card,3,12,171.78,0,34.0,M,Bogota,Platinum,5,69.04,4556.09,Fashion,Pulse,Imported,78.08
406,2025-11-16,Store,3,146.27,0.059,0,Transfer,4,3,432.01,0,40.0,M,Cali,Basic,27,40.48,4101.04,Sports,Viva,East,138.67
407,2025-08-09,App,5,698.79,0.0,0,Transfer,4,7,3012.26,0,39.0,M,Cali,Platinum,14,59.88,4158.87,Electronics,Viva,Imported,682.78
408,2025-01-02,Store,5,298.98,0.079,0,Transfer,44,8,1383.3,0,45.0,F,Bogota,Platinum,23,40.38,1570.83,Sports,Orion,Local,271.92
409,2025-06-04,Web,6,47.21,0.129,1,Transfer,60,8,296.96,0,40.0,M,Cali,Basic,27,40.48,4101.04,Fashion,Viva,Local,48.91
410,2025-10-09,Store,1,659.1,0.199,1,Digital Wallet,49,16,549.42,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Electronics,Viva,Imported,682.78
411,2025-07-14,Store,2,139.64,0.0,0,Cash,53,5,277.33,0,37.0,M,Cali,Platinum,1,27.05,5722.05,Fashion,Viva,Imported,134.68
412,2025-11-19,Web,5,287.19,0.082,0,Transfer,10,11,1176.89,0,53.0,F,Bogota,Platinum,22,26.76,4241.61,Electronics,Lumen,Imported,281.38
413,2025-07-19,Web,2,109.05,0.144,0,Digital Wallet,41,10,212.5,0,35.0,M,Cartagena,Platinum,14,67.68,4667.66,Electronics,Orion,South,102.35
414,2025-12-13,Store,3,52.79,0.111,0,Transfer,1,8,151.11,0,22.0,F,Bogota,Platinum,18,66.18,1580.19,Beauty,Lumen,North,49.9
415,2025-12-31,App,2,82.07,0.058,0,Debit Card,34,12,133.58,0,48.0,F,Cali,Platinum,10,7.21,3008.74,Beauty,Orion,East,75.76
416,2025-04-23,Web,5,42.57,0.115,0,Transfer,41,4,196.29,0,58.0,F,Bogota,Platinum,59,60.24,4921.65,Fashion,Aurum,Local,45.86
417,2025-09-20,Store,6,55.78,0.105,0,Transfer,38,18,321.31,0,31.0,M,Bogota,Platinum,1,78.98,3455.88,Beauty,Lumen,Imported,60.73
418,2025-10-05,Store,3,107.81,0.201,0,Transfer,11,9,269.55,0,40.0,M,Medellín,Platinum,3,54.08,3065.58,Fashion,Orion,Imported,124.09
419,2025-03-27,Store,5,107.08,0.0,0,Transfer,41,8,481.28,0,42.0,M,Cali,Platinum,11,31.22,4047.59,Electronics,Lumen,Imported,102.02
420,2025-08-22,Store,5,218.89,0.111,0,Cash,72,10,908.07,0,38.0,M,Cali,Platinum,23,66.66,2389.3,Sports,Lumen,Imported,219.5
421,2025-09-10,Store,5,14.39,0.05,0,Transfer,32,5,337.15,0,37.0,F,Cali,Platinum,16,45.86,2389.93,Beauty,Viva,East,66.68
422,2025-01-12,App,2,149.84,0.064,0,Debit Card,42,5,337.19,0,29.0,F,Medellín,Platinum,23,53.92,3863.08,Electronics,Viva,West,165.05
423,2025-03-10,Store,1,299.44,0.164,0,Digital Wallet,32,9,262.21,0,37.0,F,Bogota,Basic,26,76.53,1965.59,Electronics,Orion,Imported,270.08
424,2025-02-23,Store,6,25.69,0.083,0,Digital Wallet,27,6,171.15,0,18.0,M,Bogota,Basic,20,68.85,700.0,Beauty,Lumen,South,26.68
425,2025-09-06,Store,4,167.64,0.053,1,Debit Card,64,13,784.96,0,31.0,F,Bogota,Platinum,39,71.65,1264.0,Sports,Orion,Local,179.42
426,2025-12-07,App,1,93.09,0.099,0,Digital Wallet,26,5,95.74,1,39.0,M,Barranquilla,Platinum,12,21.7,1393.77,Sports,Pulse,South,91.61
427,2025-05-06,Store,4,58.17,0.13,0,Credit Card,61,5,221.6,0,24.0,F,Medellín,Platinum,16,40.34,5809.92,Beauty,Zenit,Local,56.54
428,2025-07-12,App,2,24.19,0.029,0,Transfer,55,15,53.53,1,18.0,M,Barranquilla,Gold,23,67.69,2519.0,Sports,Pulse,South,25.42
429,2025-06-05,Store,3,225.84,0.099,1,Digital Wallet,90,12,760.04,0,37.0,Other,Barranquilla,Platinum,37,24.25,700.0,Sports,Nova,West,247.17
430,2025-06-09,Store,3,163.0,0.064,0,Transfer,30,7,470.74,0,58.0,F,Bogota,Platinum,59,60.24,4921.65,Sports,Lumen,East,185.09
431,2025-08-26,Store,1,107.11,0.051,0,Transfer,7,9,110.66,1,37.0,M,Bogota,Platinum,53,80.78,5673.87,Fashion,Nova,East,99.72
432,2025-06-12,Store,6,37.38,0.102,1,Transfer,48,9,245.66,0,52.0,F,Medellín,Platinum,39,35.74,2423.18,Beauty,Aurum,North,42.31
433,2025-01-28,Web,6,288.47,0.117,0,Transfer,65,13,1538.27,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Electronics,Lumen,Imported,281.38
434,2025-07-05,Store,1,213.95,0.138,1,Transfer,62,10,263.02,0,41.0,F,Bogota,Gold,18,53.1,3103.81,Sports,Lumen,Imported,219.5
435,2025-10-07,App,4,202.36,0.044,0,Transfer,70,7,669.52,0,36.0,F,Cali,Basic,46,40.64,3630.56,Home,Orion,Imported,215.1
436,2025-05-03,Web,1,11.48,0.065,0,Transfer,37,11,4.04,1,25.0,F,Bogota,Platinum,38,76.31,2622.98,Groceries,Nova,Imported,11.2
437,2025-07-06,App,6,151.48,0.066,0,Transfer,46,14,994.35,0,62.0,M,Medellín,Platinum,18,72.47,700.0,Fashion,Viva,Imported,134.68
438,2025-05-25,Web,1,703.66,0.023,1,Transfer,33,8,1065.76,0,23.0,M,Bogota,Platinum,13,40.34,2124.33,Electronics,Viva,Imported,682.78
439,2025-03-12,Web,7,63.34,0.086,1,Digital Wallet,50,12,518.15,0,49.0,M,Bogota,Platinum,12,48.21,4058.43,Beauty,Nova,West,64.86
440,2025-08-16,Web,2,145.76,0.103,1,Transfer,45,8,339.83,0,37.0,F,Bogota,Platinum,32,61.34,5412.55,Fashion,Viva,Imported,134.68
441,2025-04-04,Store,1,159.71,0.122,0,Digital Wallet,20,12,154.05,0,44.0,F,Cali,Platinum,1,47.68,3502.23,Sports,Lumen,East,185.09
442,2025-07-06,Store,4,186.36,0.161,0,Digital Wallet,53,10,744.95,0,55.0,F,Bogota,Platinum,26,62.83,5393.69,Sports,Lumen,East,185.09
443,2025-01-14,App,1,78.0,0.136,1,Cash,23,6,76.88,1,44.0,F,Bogota,Platinum,1,80.36,3621.48,Fashion,Aurum,East,74.81
444,2025-12-11,Store,1,74.1,0.075,0,Debit Card,20,11,51.81,0,40.0,M,Cali,Basic,27,40.48,4101.04,Fashion,Nova,Local,82.09
445,2025-05-11,Store,5,74.39,0.13,0,Credit Card,23,4,404.2,0,38.0,M,Bogota,Platinum,59,49.6,1765.07,Beauty,Atlas,West,67.07
446,2025-04-21,Store,2,94.4,0.153,0,Transfer,37,9,178.31,0,23.0,M,Cali,Platinum,29,54.34,6731.32,Sports,Pulse,South,91.61
447,2025-08-31,Store,5,47.25,0.116,0,Debit Card,64,10,222.91,0,26.0,F,Bogota,Gold,38,46.13,3100.78,Fashion,Aurum,Local,45.86
448,2025-06-01,Store,6,19.92,0.163,0,Digital Wallet,33,10,111.0,0,42.0,M,Medellín,Platinum,40,78.99,3875.28,Groceries,Viva,East,19.8
449,2025-04-16,Store,7,39.37,0.095,0,Digital Wallet,44,6,276.55,0,31.0,M,Medellín,Platinum,47,63.53,4420.05,Sports,Viva,Imported,42.13
450,2025-06-14,App,1,62.54,0.014,0,Debit Card,26,7,84.64,0,37.0,F,Medellín,Platinum,25,63.2,1202.0,Beauty,Zenit,Imported,57.14
451,2025-09-02,Store,6,14.72,0.134,0,Transfer,40,13,73.97,1,53.0,M,Barranquilla,Platinum,36,40.34,700.0,Groceries,Zenit,Imported,15.93
452,2025-10-27,Store,1,12.27,0.086,0,Cash,30,10,16.47,0,42.0,F,Cali,Basic,10,55.12,2009.62,Beauty,Viva,Imported,15.63
453,2025-05-28,Store,7,276.67,0.045,0,Cash,50,9,2024.24,0,35.0,M,Cali,Gold,10,68.17,4465.29,Sports,Orion,Local,271.92
454,2025-12-07,App,7,53.08,0.034,0,Transfer,25,12,387.88,0,37.0,Other,Barranquilla,Platinum,37,24.25,700.0,Beauty,Lumen,North,49.9
455,2025-01-03,Store,7,13.76,0.075,0,Transfer,62,8,97.28,1,52.0,F,Bogota,Platinum,37,47.18,700.0,Beauty,Viva,Imported,15.63
456,2025-07-23,Web,2,11.84,0.076,0,Transfer,80,8,27.68,1,53.0,M,Barranquilla,Platinum,36,40.34,700.0,Groceries,Nova,Imported,11.2
457,2025-02-28,Store,1,108.47,0.121,0,Digital Wallet,5,8,97.01,0,23.0,F,Bogota,Silver,43,57.63,3320.91,Electronics,Orion,South,102.35
458,2025-05-26,Store,3,554.85,0.126,0,Transfer,15,11,1602.01,0,40.0,F,Bogota,Platinum,11,64.87,1545.15,Electronics,Orion,West,533.21
459,2025-10-31,Store,5,97.94,0.078,0,Debit Card,42,10,383.56,0,32.0,M,Cali,Gold,31,43.37,3965.27,Electronics,Lumen,Imported,102.02
460,2025-10-06,Store,6,163.37,0.089,0,Debit Card,48,12,782.85,0,24.0,F,Cali,Platinum,27,41.17,4488.06,Sports,Nova,Local,167.26
461,2025-12-01,Web,5,22.63,0.067,0,Digital Wallet,44,13,108.19,1,51.0,M,Bogota,Platinum,37,51.67,3698.78,Groceries,Viva,East,19.8
462,2025-11-28,Store,7,16.9,0.11,0,Digital Wallet,33,8,98.42,0,21.0,M,Medellín,Gold,13,60.98,700.0,Groceries,Zenit,Imported,15.93
463,2025-11-16,Store,4,69.27,0.07,1,Transfer,18,11,309.77,0,21.0,F,Bogota,Basic,26,40.2,4005.46,Beauty,Zenit,West,72.98
464,2025-11-12,Store,5,15.06,0.171,0,Cash,28,8,48.31,1,31.0,F,Cali,Basic,18,100.0,1793.26,Beauty,Pulse,Local,16.58
465,2025-05-28,Store,1,50.42,0.117,0,Transfer,54,6,44.15,0,55.0,M,Bogota,Basic,5,28.08,2512.52,Beauty,Lumen,North,49.9
466,2025-06-05,Web,1,75.11,0.107,0,Transfer,16,11,65.02,1,43.0,M,Medellín,Platinum,20,68.58,4301.45,Beauty,Atlas,West,67.07
467,2025-08-23,Web,7,77.57,0.118,0,Digital Wallet,24,8,533.58,0,41.0,M,Bogota,Platinum,22,53.11,700.0,Fashion,Nova,Local,82.09
468,2025-09-29,Store,4,45.82,0.052,1,Digital Wallet,67,7,169.8,1,42.0,M,Medellín,Platinum,40,78.99,3875.28,Beauty,Aurum,Local,43.26
469,2025-11-21,Store,5,138.01,0.158,0,Credit Card,1,8,519.86,1,35.0,F,Cali,Platinum,17,63.1,2833.98,Fashion,Viva,Imported,134.68
470,2025-01-02,Store,7,52.8,0.201,0,Digital Wallet,68,9,294.33,0,27.0,M,Bogota,Platinum,29,40.34,700.0,Fashion,Orion,North,53.84
471,2025-07-24,App,5,14.8,0.084,0,Cash,39,11,58.17,1,31.0,M,Bogota,Platinum,1,78.98,3455.88,Beauty,Viva,Imported,15.63
472,2025-02-13,Web,5,172.0,0.142,0,Debit Card,24,14,785.96,0,37.0,M,Medellín,Basic,36,48.14,700.0,Sports,Nova,Local,167.26
473,2025-07-02,App,2,33.04,0.118,0,Debit Card,30,7,56.4,0,29.0,M,Bogota,Basic,26,40.84,2779.11,Sports,Viva,West,32.45
474,2025-05-08,App,7,110.55,0.237,0,Transfer,1,7,648.77,0,54.0,F,Medellín,Platinum,37,75.85,700.0,Fashion,Nova,East,99.72
475,2025-10-28,Store,3,74.1,0.188,0,Cash,46,18,147.02,0,30.0,F,Cali,Platinum,9,42.85,3513.13,Fashion,Aurum,East,74.81
476,2025-01-21,Store,2,24.82,0.105,1,Debit Card,5,10,41.99,0,40.0,M,Bogota,Basic,41,24.16,3021.27,Beauty,Orion,West,27.31
477,2025-07-17,Store,5,42.52,0.108,0,Transfer,1,9,175.42,0,53.0,F,Bogota,Platinum,22,26.76,4241.61,Beauty,Orion,South,41.53
478,2025-09-08,Store,6,59.16,0.098,0,Digital Wallet,40,18,289.79,0,44.0,F,Bogota,Platinum,1,80.36,3621.48,Beauty,Viva,East,66.68
479,2025-06-05,Store,4,32.56,0.0,0,Transfer,20,15,135.21,0,32.0,M,Cali,Gold,31,43.37,3965.27,Sports,Viva,West,32.45
480,2025-09-03,App,7,44.38,0.079,0,Digital Wallet,57,9,254.28,0,24.0,F,Cali,Platinum,27,41.17,4488.06,Beauty,Aurum,North,42.31
481,2025-04-15,Store,3,710.84,0.202,0,Digital Wallet,1,9,1925.46,0,33.0,M,Bogota,Silver,25,82.0,1644.31,Electronics,Viva,Imported,675.98
482,2025-04-25,App,7,153.12,0.129,0,Digital Wallet,12,8,1054.86,0,51.0,M,Cali,Basic,26,63.9,3559.41,Sports,Zenit,Imported,176.27
483,2025-08-15,Store,2,43.1,0.181,0,Transfer,21,4,72.35,0,40.0,M,Bogota,Platinum,35,62.62,1488.81,Beauty,Nova,Imported,42.41
484,2025-05-10,Store,1,228.16,0.111,0,Digital Wallet,31,9,274.62,0,58.0,F,Barranquilla,Gold,6,86.01,2561.54,Sports,Pulse,Imported,257.21
485,2025-01-30,Store,5,60.55,0.029,0,Debit Card,56,4,284.74,0,34.0,M,Cali,Platinum,21,17.92,5046.07,Beauty,Viva,East,66.68
486,2025-02-27,Store,3,127.65,0.053,1,Transfer,6,7,437.35,0,24.0,F,Cali,Basic,6,56.51,1726.12,Sports,Viva,East,138.67
487,2025-04-22,Web,6,146.26,0.0,0,Digital Wallet,23,9,975.99,0,24.0,F,Bogota,Platinum,11,53.74,2529.97,Sports,Viva,East,138.67
488,2025-02-27,Store,5,239.54,0.0,0,Transfer,42,7,1260.34,0,56.0,M,Bogota,Platinum,28,60.46,5477.9,Electronics,Aurum,Imported,297.58
489,2025-01-09,Store,3,30.25,0.121,1,Digital Wallet,19,7,89.64,0,38.0,M,Cali,Platinum,23,66.66,2389.3,Beauty,Orion,North,29.89
490,2025-02-05,Store,1,66.72,0.145,0,Cash,76,9,74.37,0,51.0,F,Cali,Basic,35,37.67,2883.02,Beauty,Zenit,South,70.66
491,2025-07-05,App,5,147.11,0.0,1,Transfer,1,11,1023.35,0,30.0,M,Bogota,Platinum,17,48.27,3941.9,Electronics,Viva,West,146.11
492,2025-08-22,Store,3,53.9,0.049,0,Transfer,35,8,154.0,0,44.0,M,Bogota,Basic,14,36.28,5718.24,Beauty,Lumen,Imported,60.73
493,2025-06-26,Store,3,20.16,0.111,0,Digital Wallet,20,7,59.35,1,45.0,M,Cali,Platinum,30,55.49,3545.1,Groceries,Viva,East,19.8
494,2025-08-13,Store,7,137.63,0.0,1,Transfer,45,8,1060.32,0,34.0,Other,Bogota,Platinum,1,40.98,3411.21,Electronics,Viva,West,146.11
495,2025-01-21,Store,4,45.16,0.054,0,Transfer,12,3,162.41,0,42.0,M,Bogota,Platinum,30,63.02,7306.52,Beauty,Orion,Imported,44.1
496,2025-09-10,App,2,45.53,0.178,0,Transfer,19,10,48.69,1,30.0,M,Bogota,Platinum,17,48.27,3941.9,Beauty,Orion,South,41.53
497,2025-01-19,Store,5,75.91,0.155,1,Digital Wallet,56,6,447.67,0,35.0,F,Bogota,Gold,6,74.98,3429.29,Beauty,Zenit,West,82.99
498,2025-10-15,Store,3,74.67,0.057,0,Debit Card,47,4,175.74,0,39.0,M,Barranquilla,Platinum,38,54.84,5002.14,Beauty,Zenit,West,72.98
499,2025-06-13,Store,4,232.56,0.143,1,Transfer,37,11,980.33,0,43.0,F,Bogota,Platinum,44,68.72,4312.12,Sports,Aurum,North,237.56
500,2025-01-03,Web,1,46.41,0.086,1,Transfer,21,9,43.59,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Beauty,Aurum,Local,43.26
501,2025-06-20,Store,2,272.77,0.106,1,Digital Wallet,57,13,584.4,0,52.0,M,Cali,Basic,31,69.17,2914.95,Electronics,Lumen,Imported,281.38
502,2025-07-28,App,7,223.81,0.096,1,Transfer,48,6,1640.99,0,23.0,F,Barranquilla,Gold,38,40.34,2937.12,Home,Orion,Imported,215.1
503,2025-06-18,Store,7,234.11,0.233,0,Transfer,50,8,1334.01,0,29.0,F,Medellín,Platinum,15,56.95,2351.3,Sports,Zenit,East,249.78
504,2025-12-23,Store,5,38.89,0.203,0,Digital Wallet,40,7,141.05,0,55.0,F,Cali,Platinum,34,50.97,4536.59,Beauty,Orion,Imported,44.1
505,2025-11-08,Web,7,44.81,0.093,0,Transfer,7,9,309.28,0,54.0,M,Cali,Platinum,31,24.76,3570.9,Fashion,Viva,Local,48.91
506,2025-05-23,Store,7,30.21,0.0,0,Transfer,15,11,248.21,0,39.0,M,Barranquilla,Platinum,36,14.59,2177.39,Beauty,Orion,North,29.89
507,2025-01-12,Store,6,97.29,0.007,0,Transfer,23,11,683.63,0,18.0,F,Barranquilla,Platinum,7,63.42,2262.88,Beauty,Zenit,West,82.99
508,2025-11-06,Store,5,215.53,0.051,0,Transfer,46,11,917.25,0,28.0,F,Cali,Basic,9,51.03,1306.67,Sports,Lumen,Imported,219.5
509,2025-04-20,Store,3,145.62,0.084,0,Debit Card,1,15,535.19,0,39.0,M,Cali,Platinum,14,59.88,4158.87,Sports,Aurum,North,139.36
510,2025-03-30,Store,5,51.52,0.083,1,Digital Wallet,16,11,363.6,0,18.0,F,Barranquilla,Platinum,7,63.42,2262.88,Fashion,Viva,Local,48.91
511,2025-09-28,Store,4,91.12,0.079,0,Cash,29,8,352.9,0,48.0,F,Cali,Platinum,10,7.21,3008.74,Sports,Pulse,North,98.25
512,2025-10-10,Store,5,555.68,0.168,0,Digital Wallet,39,10,2047.41,0,39.0,M,Barranquilla,Platinum,38,54.84,5002.14,Electronics,Orion,West,533.21
513,2025-07-01,Store,2,178.44,0.12,1,Digital Wallet,58,9,345.52,0,28.0,M,Bogota,Platinum,16,70.26,4856.23,Sports,Nova,Imported,186.88
514,2025-03-25,App,7,14.39,0.05,1,Transfer,42,8,1464.16,0,30.0,M,Bogota,Platinum,38,75.22,821.73,Sports,Nova,Local,167.26
515,2025-05-06,App,4,14.39,0.065,0,Transfer,50,6,97.88,1,56.0,M,Cartagena,Gold,29,43.55,2039.25,Fashion,Zenit,East,22.12
516,2025-07-20,App,4,142.1,0.155,0,Digital Wallet,11,7,574.99,0,58.0,M,Medellín,Basic,1,78.4,4238.43,Fashion,Viva,Imported,134.68
517,2025-12-10,Store,7,107.3,0.0,1,Transfer,65,8,814.72,0,35.0,M,Cartagena,Platinum,14,67.68,4667.66,Electronics,Lumen,Imported,102.02
518,2025-10-08,Store,6,174.82,0.22,0,Cash,31,13,707.83,0,50.0,M,Bogota,Platinum,26,40.52,3980.96,Sports,Orion,Local,179.42
519,2025-05-06,Web,1,58.6,0.06,0,Digital Wallet,53,6,58.68,0,55.0,M,Cali,Platinum,6,57.2,2616.23,Beauty,Viva,East,66.68
520,2025-04-12,Store,7,49.63,0.157,0,Transfer,74,6,396.24,0,31.0,F,Bogota,Platinum,20,47.71,1761.39,Beauty,Lumen,North,49.9
521,2025-11-07,Store,3,86.54,0.07,0,Digital Wallet,36,5,224.98,0,21.0,F,Bogota,Basic,26,40.2,4005.46,Fashion,Nova,Local,82.09
522,2025-03-07,Web,4,12.6,0.067,0,Debit Card,36,12,60.2,1,47.0,M,Bogota,Silver,26,36.27,2885.88,Groceries,Nova,Imported,11.2
523,2025-10-29,Web,3,484.95,0.07,1,Transfer,54,11,1381.1,0,55.0,M,Bogota,Platinum,17,52.99,2838.76,Electronics,Orion,West,533.21
524,2025-01-14,Store,4,488.97,0.196,0,Transfer,7,6,1572.82,0,42.0,M,Medellín,Platinum,40,78.99,3875.28,Electronics,Nova,Local,487.12
525,2025-06-02,Web,2,10.65,0.013,0,Transfer,50,13,21.08,0,30.0,F,Medellín,Basic,25,61.3,700.0,Groceries,Nova,Imported,11.2
526,2025-09-16,Store,2,172.48,0.0,0,Digital Wallet,52,7,306.02,0,18.0,M,Bogota,Gold,37,40.34,3468.49,Sports,Orion,Local,179.42
527,2025-12-21,Web,3,294.01,0.057,0,Debit Card,45,11,958.25,0,39.0,F,Medellín,Basic,61,40.34,3633.11,Electronics,Orion,West,301.95
528,2025-09-05,Store,6,156.63,0.21,0,Transfer,7,3,673.67,0,24.0,F,Medellín,Gold,32,58.36,2633.47,Sports,Aurum,North,139.36
529,2025-08-27,Store,4,790.29,0.188,1,Cash,39,10,2821.71,0,55.0,M,Bogota,Basic,5,28.08,2512.52,Electronics,Lumen,West,728.39
530,2025-02-02,Store,3,30.48,0.014,0,Transfer,42,18,115.81,1,38.0,M,Cali,Platinum,23,66.66,2389.3,Beauty,Orion,West,27.31
531,2025-07-29,App,5,148.71,0.082,0,Digital Wallet,22,7,684.17,0,25.0,F,Bogota,Platinum,38,76.31,2622.98,Sports,Aurum,Local,139.49
532,2025-12-08,Web,3,147.82,0.123,0,Digital Wallet,23,7,355.92,0,37.0,Other,Barranquilla,Platinum,37,24.25,700.0,Home,Aurum,North,170.76
533,2025-01-28,Store,2,502.46,0.0,0,Transfer,16,8,1021.63,0,28.0,F,Bogota,Basic,38,63.84,3073.53,Electronics,Nova,Local,487.12
534,2025-02-19,App,7,302.81,0.104,0,Digital Wallet,89,11,2000.41,0,43.0,M,Medellín,Platinum,20,68.58,4301.45,Electronics,Aurum,Imported,297.58
535,2025-12-05,Store,2,28.19,0.151,1,Transfer,27,9,52.04,1,18.0,F,Cali,Basic,21,48.6,3392.19,Beauty,Lumen,South,26.68
536,2025-10-30,Store,7,65.48,0.163,0,Credit Card,59,11,318.72,0,45.0,F,Bogota,Platinum,23,40.38,1570.83,Beauty,Orion,East,75.76
537,2025-01-13,Store,7,105.47,0.056,1,Debit Card,63,9,809.03,0,24.0,F,Cali,Platinum,27,41.17,4488.06,Sports,Pulse,North,98.25
538,2025-12-28,Store,6,43.1,0.102,0,Transfer,59,13,266.0,0,35.0,F,Bogota,Gold,6,74.98,3429.29,Sports,Viva,Imported,42.13
539,2025-05-09,Store,7,38.99,0.108,0,Credit Card,55,9,266.39,0,39.0,M,Barranquilla,Platinum,36,14.59,2177.39,Beauty,Orion,South,41.53
540,2025-06-08,Web,1,133.35,0.0,0,Digital Wallet,4,11,164.63,0,34.0,F,Bogota,Platinum,8,94.46,3535.73,Fashion,Orion,Imported,124.09
541,2025-11-20,Store,1,23.14,0.017,1,Transfer,48,4,1.0,0,55.0,M,Bogota,Platinum,23,68.44,2937.39,Fashion,Zenit,East,22.12
542,2025-05-23,Store,7,434.84,0.156,0,Digital Wallet,51,10,2846.78,0,55.0,F,Bogota,Platinum,26,62.83,5393.69,Electronics,Pulse,Imported,398.7
